280703036@7.4129160/43.7331874,43.7331874,7.412916
1780610196@7.4129055/43.7332234,43.7332234,7.4129055
280703035@7.4129051/43.7332602,43.7332602,7.4129051
280703033@7.4129113/43.7333003,43.7333003,7.4129113
1780610203@7.4129321/43.7333361,43.7333361,7.4129321
280703047@7.4129924/43.7334210,43.733421,7.4129924
258072009@7.4250137/43.7406818,43.7406818,7.4250137
1690205048@7.4250641/43.7408023,43.7408023,7.4250641
4438769955@7.4250862/43.7408525,43.7408525,7.4250862
4970587859@7.4251557/43.7409591,43.7409591,7.4251557
4970587858@7.4251841/43.7410238,43.7410238,7.4251841
258072011@7.4251924/43.7410530,43.741053,7.4251924
4970587879@7.4251892/43.7410812,43.7410812,7.4251892
4970587860@7.4251719/43.7411060,43.741106,7.4251719
258071979@7.4251449/43.7411231,43.7411231,7.4251449
258072016@7.4244852/43.7403809,43.7403809,7.4244852
258071983@7.4243836/43.7402682,43.7402682,7.4243836
258071984@7.4242946/43.7401883,43.7401883,7.4242946
519323656@7.4303262/43.7403619,43.7403619,7.4303262
1685061923@7.4303598/43.7408882,43.7408882,7.4303598
10688011486@7.4350996/43.7481679,43.7481679,7.4350996
9400287693@7.4350561/43.7481186,43.7481186,7.4350561
4939084248@7.4350196/43.7480721,43.7480721,7.4350196
1079750973@7.4349596/43.7479669,43.7479669,7.4349596
1079750688@7.4348858/43.7478364,43.7478364,7.4348858
9400287689@7.4348467/43.7477890,43.747789,7.4348467
1079751177@7.4347929/43.7477430,43.747743,7.4347929
1079750504@7.4347366/43.7477096,43.7477096,7.4347366
9582163378@7.4346960/43.7476853,43.7476853,7.434696
25242950@7.4341834/43.7473814,43.7473814,7.4341834
1079751204@7.4341117/43.7473392,43.7473392,7.4341117
267985353@7.4297438/43.7413520,43.741352,7.4297438
1736930374@7.4297561/43.7412042,43.7412042,7.4297561
9239193025@7.4297690/43.7410281,43.7410281,7.429769
273246211@7.4297697/43.7410018,43.7410018,7.4297697
477617968@7.4222843/43.7327623,43.7327623,7.4222843
25192130@7.4221705/43.7328624,43.7328624,7.4221705
257158605@7.4173557/43.7372467,43.7372467,7.4173557
3883559264@7.4173422/43.7372013,43.7372013,7.4173422
252421665@7.4173356/43.7371674,43.7371674,7.4173356
